road_id,source,target,length_m,road_class,flood_susceptibility_score,risk_class,elevation_score,imperviousness_score,infiltration_score,flow_accumulation_score,twi_score,slope_score
R-747,13638081803,13638081804,73.08,residential,0.5448,HIGH,0.8339,0.7771,0.7771,0.033,0.1973,0.6983
R-748,13638081803,13638081811,9.23,residential,0.543,HIGH,0.8103,0.7571,0.7571,0.0261,0.235,0.755
R-749,13638081803,13638081813,8.65,residential,0.5262,HIGH,0.7945,0.7429,0.7429,0.0009,0.2105,0.755
R-750,13638081804,13638081803,73.08,residential,0.5448,HIGH,0.8339,0.7771,0.7771,0.033,0.1973,0.6983
R-751,13638081805,13638081806,74.6,residential,0.6352,HIGH,0.8912,0.8286,0.8286,0.1883,0.3454,0.775
R-752,13638081805,13638081807,125.54,residential,0.6429,HIGH,0.897,0.8343,0.8343,0.1751,0.3502,0.8392
R-753,13638081805,13638081809,31.06,residential,0.5761,HIGH,0.8327,0.7771,0.7771,0.0411,0.3015,0.8408
R-754,13638081805,13638081811,19.75,residential,0.5656,HIGH,0.8303,0.7743,0.7743,0.0523,0.2679,0.7792
R-755,13638081806,13638081805,74.6,residential,0.6352,HIGH,0.8912,0.8286,0.8286,0.1883,0.3454,0.775
R-756,13638081807,13638081805,125.54,residential,0.6429,HIGH,0.897,0.8343,0.8343,0.1751,0.3502,0.8392
R-757,13638081807,13638081817,38.09,tertiary,0.6927,HIGH,0.9267,0.86,0.86,0.2587,0.4472,0.8758
R-758,13638081807,245666901,20.6,tertiary,0.7216,HIGH,0.9436,0.8743,0.8743,0.2995,0.5029,0.9158
R-759,13638081809,13638081805,31.06,residential,0.5761,HIGH,0.8327,0.7771,0.7771,0.0411,0.3015,0.8408
R-760,13638081810,13638081811,31.39,residential,0.5543,HIGH,0.8164,0.7629,0.7629,0.0131,0.2812,0.7917
R-761,13638081811,13638081803,9.23,residential,0.543,HIGH,0.8103,0.7571,0.7571,0.0261,0.235,0.755
R-762,13638081811,13638081805,19.75,residential,0.5656,HIGH,0.8303,0.7743,0.7743,0.0523,0.2679,0.7792
R-763,13638081811,13638081810,31.39,residential,0.5543,HIGH,0.8164,0.7629,0.7629,0.0131,0.2812,0.7917
R-764,13638081813,13638081803,8.65,residential,0.5262,HIGH,0.7945,0.7429,0.7429,0.0009,0.2105,0.755
R-765,13638081816,13638081817,13.27,residential,0.5958,HIGH,0.9,0.8371,0.8371,0.0213,0.248,0.8133
R-766,13638081817,13638081807,38.09,tertiary,0.6927,HIGH,0.9267,0.86,0.86,0.2587,0.4472,0.8758
R-767,13638081817,13638081816,13.27,residential,0.5958,HIGH,0.9,0.8371,0.8371,0.0213,0.248,0.8133
R-768,13638081817,245666881,44.87,tertiary,0.5942,HIGH,0.907,0.8429,0.8429,0.0468,0.213,0.765
R-769,13638081818,13638081819,10.0,residential,0.5449,HIGH,0.8452,0.7886,0.7857,0.0122,0.1699,0.7233
R-770,13638081818,13638081821,40.15,residential,0.5206,HIGH,0.8024,0.7486,0.7486,0.0071,0.1707,0.7108
R-771,13638081818,245666881,25.11,residential,0.5851,HIGH,0.8879,0.8257,0.8257,0.0716,0.2123,0.7233
R-772,13638081819,13638081818,10.0,residential,0.5449,HIGH,0.8452,0.7886,0.7857,0.0122,0.1699,0.7233
R-773,13638081821,13638081818,40.15,residential,0.5206,HIGH,0.8024,0.7486,0.7486,0.0071,0.1707,0.7108
R-774,13638530342,245666351,13.01,residential,0.5428,HIGH,0.7385,0.6914,0.6914,0.0307,0.3859,0.8908
R-775,13638535652,10696472308,64.73,residential,0.3684,MODERATE,0.5639,0.5371,0.5371,0.0164,0.1015,0.4908
R-776,13638535652,10696472309,3.19,residential,0.4442,MODERATE,0.6903,0.6514,0.6514,0.0284,0.1378,0.5183
R-777,13638535652,13638535654,45.47,residential,0.5112,HIGH,0.7464,0.7,0.7,0.1034,0.2183,0.635
R-778,13638535652,245666190,74.18,residential,0.5097,HIGH,0.7133,0.6714,0.6714,0.1143,0.2576,0.7058
R-779,13638535653,13638535654,39.0,residential,0.6599,HIGH,0.8042,0.7514,0.7514,0.4292,0.4791,0.7833
R-780,13638535654,13638535652,45.47,residential,0.5112,HIGH,0.7464,0.7,0.7,0.1034,0.2183,0.635
R-781,13638535654,13638535653,39.0,residential,0.6599,HIGH,0.8042,0.7514,0.7514,0.4292,0.4791,0.7833
R-782,13638535654,13638535655,73.26,residential,0.5688,HIGH,0.7567,0.7086,0.7086,0.1805,0.3411,0.8217
R-783,13638535655,13638535654,73.26,residential,0.5687,HIGH,0.7567,0.7086,0.7086,0.1805,0.3411,0.8208
R-784,13638535655,2439333822,45.9,residential,0.5945,HIGH,0.7691,0.72,0.72,0.1781,0.4196,0.9017
R-785,13638535655,245666190,46.91,residential,0.5597,HIGH,0.7397,0.6943,0.6943,0.1666,0.3509,0.8275
R-786,13638535656,2439333822,61.17,residential,0.6048,HIGH,0.7842,0.7343,0.7343,0.2224,0.3907,0.8783
R-787,13638535661,245666446,65.41,residential,0.5312,HIGH,0.7606,0.7143,0.7143,0.057,0.2584,0.7892
R-788,13638535670,10696472306,39.79,residential,0.544,HIGH,0.7436,0.6971,0.6971,0.0433,0.3684,0.8742
R-789,13638535670,13638535674,53.61,residential,0.535,HIGH,0.7427,0.6971,0.6971,0.0447,0.3027,0.8817
R-790,13638535670,245666446,97.55,residential,0.5421,HIGH,0.7473,0.7,0.7,0.0433,0.3451,0.8725
R-791,13638535674,13638535670,53.61,residential,0.535,HIGH,0.7427,0.6971,0.6971,0.0447,0.3027,0.8817
R-792,13638535675,10696472306,29.79,residential,0.5401,HIGH,0.7439,0.6971,0.6971,0.0923,0.3303,0.7933
R-793,13638535675,10696472307,33.56,residential,0.4436,MODERATE,0.6648,0.6286,0.6286,0.0666,0.1573,0.5367
R-794,13638535675,13638535679,46.38,residential,0.5657,HIGH,0.7482,0.7029,0.7029,0.2332,0.3549,0.7017
R-795,13638535679,13638535675,46.38,residential,0.5657,HIGH,0.7482,0.7029,0.7029,0.2332,0.3549,0.7017
R-796,13638535681,10696472351,16.07,residential,0.5545,HIGH,0.7755,0.7257,0.7257,0.0716,0.314,0.84
R-797,13638535681,10696472356,14.31,residential,0.5801,HIGH,0.7939,0.7429,0.7429,0.1792,0.3156,0.7808
R-798,13638535681,13638535682,74.05,residential,0.5281,HIGH,0.7697,0.72,0.72,0.0367,0.2436,0.7825
R-799,13638535682,10294725029,24.64,residential,0.5114,HIGH,0.7715,0.7229,0.7229,0.0,0.1831,0.7658
R-800,13638535682,13638535681,74.05,residential,0.5281,HIGH,0.7697,0.72,0.72,0.0367,0.2436,0.7825
R-801,13638535682,13638535685,350.21,residential,0.6384,HIGH,0.8397,0.7829,0.7829,0.3175,0.3469,0.8092
R-802,13638535682,13638546110,45.74,residential,0.5339,HIGH,0.8052,0.7514,0.7514,0.0276,0.1904,0.7575
R-803,13638535683,10696472347,64.81,residential,0.5435,HIGH,0.7609,0.7114,0.7114,0.1531,0.2762,0.7025
R-804,13638535683,10696472350,64.98,residential,0.4788,MODERATE,0.6755,0.6371,0.6371,0.0229,0.2356,0.8083
R-805,13638535683,13638535684,73.54,residential,0.5206,HIGH,0.7658,0.7171,0.7171,0.0716,0.2103,0.7058
R-806,13638535684,13638535683,73.54,residential,0.5206,HIGH,0.7658,0.7171,0.7171,0.0716,0.2103,0.7058
R-807,13638535684,13638546112,36.29,residential,0.6129,HIGH,0.8406,0.7829,0.7829,0.2337,0.311,0.7733
R-808,13638535684,13638546126,11.87,residential,0.5888,HIGH,0.8291,0.7743,0.7743,0.1673,0.3101,0.72
R-809,13638535685,10696472350,72.75,residential,0.5134,HIGH,0.7279,0.6829,0.6829,0.0955,0.2508,0.7208
R-810,13638535685,13638535682,350.21,residential,0.6384,HIGH,0.8397,0.7829,0.7829,0.3175,0.3469,0.8092
R-811,13638535685,13638535686,66.86,residential,0.5667,HIGH,0.7927,0.74,0.74,0.1304,0.301,0.7792
R-812,13638535685,13638546126,53.41,residential,0.6075,HIGH,0.8261,0.7686,0.7686,0.2381,0.3681,0.7042
R-813,13638535686,10696472349,74.14,residential,0.5482,HIGH,0.7555,0.7086,0.7086,0.1615,0.273,0.7583
R-814,13638535686,13638535685,66.86,residential,0.5667,HIGH,0.7927,0.74,0.74,0.1304,0.301,0.7792
R-815,13638535686,245666191,66.58,residential,0.5928,HIGH,0.7782,0.7286,0.7286,0.2535,0.3434,0.7992
R-816,13638546109,13638546109,99.63,residential,0.7383,HIGH,0.8912,0.8286,0.8286,0.4882,0.5826,0.85
R-817,13638546109,13638546109,99.63,residential,0.7383,HIGH,0.8912,0.8286,0.8286,0.4882,0.5826,0.85
R-818,13638546109,13638546110,26.52,residential,0.6353,HIGH,0.8552,0.7971,0.7971,0.3038,0.3037,0.79
R-819,13638546110,13638535682,45.74,residential,0.5339,HIGH,0.8052,0.7514,0.7514,0.0276,0.1904,0.7575
R-820,13638546110,13638546109,26.52,residential,0.6353,HIGH,0.8552,0.7971,0.7971,0.3038,0.3037,0.79
R-821,13638546110,245666482,17.87,residential,0.6513,HIGH,0.8403,0.7829,0.7829,0.3596,0.3736,0.8125
R-822,13638546111,13638546111,99.61,residential,0.7118,HIGH,0.8761,0.8143,0.8143,0.4141,0.5405,0.8767
R-823,13638546111,13638546111,99.61,residential,0.7118,HIGH,0.8761,0.8143,0.8143,0.4141,0.5405,0.8767
R-824,13638546111,13638546112,25.62,residential,0.6695,HIGH,0.8667,0.8057,0.8057,0.2964,0.4604,0.8583
R-825,13638546112,13638535684,36.29,residential,0.6129,HIGH,0.8406,0.7829,0.7829,0.2337,0.311,0.7733
R-826,13638546112,13638546111,25.62,residential,0.6695,HIGH,0.8667,0.8057,0.8057,0.2964,0.4604,0.8583
R-827,13638546112,245666482,29.08,residential,0.6974,HIGH,0.8482,0.7914,0.7914,0.4506,0.5216,0.8242
R-828,13638546125,13638546125,94.87,residential,0.6983,HIGH,0.8664,0.8057,0.8057,0.3638,0.5454,0.885
R-829,13638546125,13638546125,94.87,residential,0.6983,HIGH,0.8664,0.8057,0.8057,0.3638,0.5454,0.885
R-830,13638546125,13638546126,27.14,residential,0.6533,HIGH,0.8476,0.7886,0.7886,0.3067,0.4526,0.785
R-831,13638546126,13638535684,11.87,residential,0.5882,HIGH,0.8291,0.7714,0.7743,0.1673,0.3101,0.72
R-832,13638546126,13638535685,53.41,residential,0.6075,HIGH,0.8261,0.7686,0.7686,0.2381,0.3681,0.7042
R-833,13638546126,13638546125,27.14,residential,0.6533,HIGH,0.8476,0.7886,0.7886,0.3067,0.4526,0.785
R-834,13639959260,13626183249,18.8,tertiary,0.7499,HIGH,0.9521,0.8829,0.8829,0.4578,0.5397,0.78
R-835,13639959260,13639959261,7.09,residential,0.7098,HIGH,0.9379,0.8686,0.8686,0.4093,0.4252,0.7258
R-836,13639959261,13626183259,22.54,residential,0.6494,HIGH,0.9142,0.8486,0.8486,0.2943,0.2863,0.6775
R-837,13639959261,13626183260,19.36,residential,0.7436,HIGH,0.9458,0.8771,0.8771,0.4491,0.5291,0.7825
R-838,13639959261,13639959260,7.09,residential,0.7098,HIGH,0.9379,0.8686,0.8686,0.4093,0.4252,0.7258
R-839,1375215100,1375215119,153.45,residential,0.635,HIGH,0.8239,0.7686,0.7686,0.2371,0.4492,0.8642
R-840,1375215100,14104987804,39.68,residential,0.6028,HIGH,0.8321,0.7743,0.7743,0.1377,0.3441,0.8617
R-841,1375215100,2244637027,35.49,residential,0.5616,HIGH,0.7839,0.7343,0.7343,0.0982,0.276,0.8675
R-842,1375215119,1375215100,153.45,residential,0.635,HIGH,0.8239,0.7686,0.7686,0.2371,0.4492,0.8642
R-843,1375215119,245668000,42.9,tertiary,0.597,HIGH,0.8188,0.7657,0.7657,0.0912,0.4178,0.8433
R-844,1375215119,7404711455,95.82,tertiary,0.5203,HIGH,0.7279,0.6829,0.6829,0.0828,0.2778,0.775
R-845,1375251567,245668185,40.24,residential,0.4768,MODERATE,0.6864,0.6457,0.6457,0.0054,0.2252,0.7867
R-846,1375251567,245668277,150.21,tertiary,0.4932,MODERATE,0.6979,0.6571,0.6571,0.0189,0.2498,0.8242
R-847,1375251567,5911310869,430.52,tertiary,0.5225,HIGH,0.7067,0.6657,0.6657,0.0961,0.3095,0.825
R-848,13798210715,13798210737,8.15,residential,0.7713,VERY_HIGH,0.9497,0.88,0.88,0.5947,0.5851,0.6667
R-849,13798210715,6926279721,49.99,trunk,0.7525,VERY_HIGH,0.9724,0.9,0.9,0.5,0.4895,0.6958
R-850,13798210723,6926279717,56.29,residential,0.4846,MODERATE,0.7455,0.6971,0.6971,0.0,0.156,0.6808
R-851,13798210725,13798210735,31.96,residential,0.5179,HIGH,0.7967,0.7457,0.7457,0.0027,0.1613,0.7283
R-852,13798210725,6926279716,26.82,residential,0.6573,HIGH,0.8721,0.8114,0.8114,0.4398,0.2925,0.6708
R-853,13798210725,6926279717,28.31,residential,0.5112,HIGH,0.787,0.7371,0.7343,0.0,0.156,0.7283
R-854,13798210730,6926279716,56.49,residential,0.7294,HIGH,0.9445,0.8743,0.8743,0.5321,0.4336,0.6308
R-855,13798210735,13798210725,31.96,residential,0.5179,HIGH,0.7967,0.7457,0.7457,0.0027,0.1613,0.7283
R-856,13798210735,13798210737,155.84,residential,0.6139,HIGH,0.8461,0.7886,0.7886,0.2974,0.2456,0.7233
R-857,13798210735,6926279717,15.95,residential,0.5112,HIGH,0.7685,0.72,0.7171,0.0,0.1846,0.7825
R-858,13798210737,13798210715,8.15,residential,0.7713,VERY_HIGH,0.9497,0.88,0.88,0.5947,0.5851,0.6667
R-859,13798210737,13798210735,155.84,residential,0.6139,HIGH,0.8461,0.7886,0.7886,0.2974,0.2456,0.7233
R-860,13798210737,13798210738,51.18,residential,0.7676,VERY_HIGH,0.9685,0.8971,0.8971,0.5611,0.5379,0.67
R-861,13798210738,13798210737,51.18,residential,0.7676,VERY_HIGH,0.9685,0.8971,0.8971,0.5611,0.5379,0.67
R-862,13798210738,6926279716,18.95,residential,0.7615,VERY_HIGH,0.97,0.8971,0.8971,0.5987,0.5588,0.5
R-863,13798210738,6926279721,8.99,residential,0.7563,VERY_HIGH,0.9873,0.9114,0.9114,0.5498,0.5324,0.5
R-864,13798244194,10245790327,10.55,residential,0.4792,MODERATE,0.6979,0.6571,0.6571,0.0,0.2011,0.795
R-865,13798244194,13798244195,31.94,residential,0.4718,MODERATE,0.7048,0.6629,0.6629,0.0,0.1593,0.7492
R-866,13798244195,13798244194,31.94,residential,0.4718,MODERATE,0.7048,0.6629,0.6629,0.0,0.1593,0.7492
R-867,13798244195,13798244196,156.29,residential,0.635,HIGH,0.7921,0.74,0.74,0.4438,0.3609,0.7467
R-868,13798244196,13798244194,27.04,residential,0.5552,HIGH,0.7452,0.7,0.6971,0.2784,0.2214,0.7275
R-869,13798244196,13798244197,24.98,residential,0.5807,HIGH,0.7648,0.7171,0.7143,0.3143,0.247,0.7725
R-870,13798244197,13798244196,24.98,residential,0.5801,HIGH,0.7648,0.7143,0.7143,0.3143,0.2471,0.7725
R-871,13798296276,13798296277,6.17,residential,0.5137,HIGH,0.7358,0.6914,0.6914,0.0896,0.2409,0.705
R-872,13798296276,13798296286,48.23,trunk,0.4876,MODERATE,0.7085,0.6657,0.6657,0.0323,0.2093,0.7508
R-873,13798296277,13798296276,6.17,residential,0.5137,HIGH,0.7358,0.6914,0.6914,0.0896,0.2409,0.705
R-874,13798296277,13798296287,13.51,residential,0.5095,HIGH,0.7367,0.6914,0.6914,0.084,0.2336,0.6833
R-875,13798296277,13798296297,19.63,residential,0.5375,HIGH,0.7588,0.7114,0.7114,0.1504,0.2584,0.6792
R-876,13798296286,10245790327,5.22,trunk,0.482,MODERATE,0.6921,0.6514,0.6514,0.0,0.2265,0.8158
R-877,13798296286,13798296288,7.22,residential,0.479,MODERATE,0.6997,0.6571,0.6571,0.0,0.2047,0.7833
R-878,13798296287,13798296277,13.51,residential,0.5095,HIGH,0.7367,0.6914,0.6914,0.084,0.2336,0.6833
R-879,13798296288,13798296286,7.22,residential,0.479,MODERATE,0.6997,0.6571,0.6571,0.0,0.2047,0.7833
R-880,13798296288,13798296289,87.25,residential,0.6345,HIGH,0.7933,0.74,0.74,0.4261,0.392,0.7283
R-881,13798296288,13815611429,23.66,residential,0.4794,MODERATE,0.7152,0.6714,0.6714,0.0197,0.17,0.7192
R-882,13798296289,13798296288,87.25,residential,0.6345,HIGH,0.7933,0.74,0.74,0.4261,0.392,0.7283
R-883,13798296289,13798296297,14.44,residential,0.5986,HIGH,0.8091,0.7543,0.7543,0.2721,0.3365,0.6783
R-884,13798296289,13798296297,63.43,residential,0.5842,HIGH,0.7933,0.74,0.74,0.2881,0.2835,0.6642
R-885,13798296297,13798296277,19.63,residential,0.5375,HIGH,0.7588,0.7114,0.7114,0.1504,0.2584,0.6792
R-886,13798296297,13798296289,14.44,residential,0.5986,HIGH,0.8091,0.7543,0.7543,0.2721,0.3365,0.6783
R-887,13798296297,13798296289,63.43,residential,0.5842,HIGH,0.7933,0.74,0.74,0.2881,0.2835,0.6642
R-888,13815611429,13798296288,23.66,residential,0.4795,MODERATE,0.7152,0.6714,0.6714,0.0197,0.17,0.72
R-889,14090541020,10279771623,45.09,primary,0.5865,HIGH,0.8624,0.8029,0.8029,0.1641,0.3344,0.5
R-890,14104987804,1375215100,39.68,residential,0.6028,HIGH,0.8321,0.7743,0.7743,0.1377,0.3441,0.8617
R-891,14104987804,245667863,4.84,residential,0.598,HIGH,0.8427,0.7829,0.7857,0.077,0.3511,0.8692
R-892,14104987804,2897024862,300.37,secondary,0.4572,MODERATE,0.6309,0.5971,0.5971,0.2097,0.2195,0.4717
R-893,14104987809,2244637021,74.16,residential,0.5536,HIGH,0.7688,0.72,0.72,0.1754,0.2629,0.7333
R-894,14130497014,14130497015,20.82,residential,,UNKNOWN,,,,,,
R-895,14130497014,245668208,194.59,residential,,UNKNOWN,,,,,,
R-896,14130497014,9684698224,20.89,residential,,UNKNOWN,,,,,,
R-897,14130497015,14130497014,20.82,residential,,UNKNOWN,,,,,,
R-898,14130497022,9684698224,12.76,residential,,UNKNOWN,,,,,,
R-899,1934627523,245667676,129.94,residential,0.6147,HIGH,0.7573,0.7086,0.7086,0.4953,0.4061,0.5525
R-900,1934627523,245667685,78.23,residential,0.4226,MODERATE,0.6558,0.62,0.62,0.139,0.149,0.2425
R-901,1934627523,6490872923,21.5,residential,0.4078,MODERATE,0.6382,0.6029,0.6029,0.1543,0.1646,0.1358
R-902,2244637004,13614452347,193.91,trunk,0.6101,HIGH,0.7933,0.7429,0.7429,0.2611,0.3631,0.8475
R-903,2244637004,2244637007,89.18,residential,0.5133,HIGH,0.7185,0.6743,0.6743,0.1008,0.2706,0.7283
R-904,2244637004,245667542,25.01,residential,0.6216,HIGH,0.7852,0.7343,0.7343,0.2678,0.4751,0.8275
R-905,2244637007,13408237102,132.8,residential,0.469,MODERATE,0.6567,0.62,0.62,0.1959,0.2137,0.4942
R-906,2244637007,2244637004,89.18,residential,0.5138,HIGH,0.7185,0.6771,0.6743,0.1008,0.2706,0.7283
R-907,2244637007,245667730,204.59,residential,0.3229,MODERATE,0.4642,0.4486,0.4486,0.0928,0.126,0.3558
R-908,2244637012,11054646813,57.63,residential,0.4587,MODERATE,0.7209,0.6771,0.6771,0.1018,0.1376,0.3658
R-909,2244637012,6491091371,66.53,residential,0.5268,HIGH,0.7873,0.7371,0.7371,0.1712,0.2104,0.4558
R-910,2244637012,6491091372,66.0,residential,0.4838,MODERATE,0.7367,0.6914,0.6914,0.1456,0.1821,0.38
R-911,2244637013,245667730,33.76,residential,0.4897,MODERATE,0.6839,0.6429,0.6457,0.1761,0.2458,0.5542
R-912,2244637013,245667764,7.33,residential,0.502,HIGH,0.7103,0.6686,0.6686,0.133,0.2328,0.6442
R-913,2244637013,6554271024,71.18,residential,0.4944,MODERATE,0.6918,0.6514,0.6514,0.1326,0.2318,0.6675
R-914,2244637021,14104987809,74.16,residential,0.5536,HIGH,0.7688,0.72,0.72,0.1754,0.2629,0.7333
R-915,2244637021,2244637027,74.94,residential,0.5637,HIGH,0.7688,0.72,0.72,0.0912,0.3331,0.8975
R-916,2244637021,245667764,103.45,residential,0.554,HIGH,0.7515,0.7057,0.7057,0.1771,0.294,0.7717
R-917,2244637021,6554271024,67.22,residential,0.5444,HIGH,0.7364,0.6914,0.6914,0.1864,0.3115,0.7117
R-918,2244637026,2244637067,191.26,residential,0.5572,HIGH,0.8006,0.7486,0.7486,0.2327,0.2282,0.5433
R-919,2244637026,4342420383,43.76,residential,0.4286,MODERATE,0.6506,0.6143,0.6143,0.0213,0.143,0.5775
R-920,2244637026,6554206834,113.08,residential,0.4986,MODERATE,0.7015,0.66,0.66,0.1079,0.2485,0.6842
R-921,2244637027,1375215100,35.49,residential,0.5616,HIGH,0.7839,0.7343,0.7343,0.0982,0.276,0.8675
R-922,2244637027,2244637021,74.94,residential,0.5637,HIGH,0.7688,0.72,0.72,0.0912,0.3331,0.8975
R-923,2244637027,6490968308,168.17,residential,0.6348,HIGH,0.7982,0.7457,0.7457,0.3881,0.4306,0.7192
R-924,2244637034,2244637056,315.81,residential,0.5099,HIGH,0.7403,0.6943,0.6943,0.1373,0.207,0.6033
R-925,2244637034,4342420383,83.76,residential,0.5691,HIGH,0.7827,0.7314,0.7314,0.2224,0.3136,0.6508
R-926,2244637034,4342420490,83.59,residential,0.6361,HIGH,0.8379,0.78,0.78,0.3656,0.3611,0.6825
R-927,2244637056,11054673420,46.64,residential,,UNKNOWN,,,,,,
R-928,2244637056,2244637034,315.81,residential,0.5099,HIGH,0.7403,0.6943,0.6943,0.1373,0.207,0.6033
R-929,2244637056,622060872,101.59,residential,,UNKNOWN,,,,,,
R-930,2244637067,2244637026,191.26,residential,0.5572,HIGH,0.8006,0.7486,0.7486,0.2327,0.2282,0.5433
R-931,2244637067,6554236440,32.92,tertiary,0.5162,HIGH,0.793,0.74,0.7429,0.0468,0.1844,0.6117
R-932,2244637067,6554236441,210.33,tertiary,0.5924,HIGH,0.8745,0.8143,0.8143,0.1228,0.2688,0.6758
R-933,2244637068,10923690293,48.3,residential,,UNKNOWN,,,,,,
R-934,2244637068,245668029,141.2,residential,,UNKNOWN,,,,,,
R-935,2244637068,622060802,19.11,residential,,UNKNOWN,,,,,,
R-936,2244797470,2804520131,226.51,residential,0.557,HIGH,0.7752,0.7257,0.7257,0.1488,0.2805,0.7617
R-937,2244797686,10925931739,51.06,residential,0.5478,HIGH,0.8136,0.76,0.76,0.0563,0.235,0.7258
R-938,2244797686,11046194845,23.64,residential,0.6192,HIGH,0.8779,0.8171,0.8171,0.1596,0.3442,0.7408
R-939,2244797686,13601073293,20.6,residential,0.6713,HIGH,0.8761,0.8143,0.8143,0.3157,0.4489,0.8058
R-940,2244797706,13619539396,35.28,residential,,UNKNOWN,,,,,,
R-941,2244797706,13619570121,14.73,residential,,UNKNOWN,,,,,,
R-942,2244797706,245668374,37.97,residential,,UNKNOWN,,,,,,
R-943,2439333822,10696472349,119.0,residential,0.5907,HIGH,0.7697,0.72,0.72,0.1871,0.41,0.8583
R-944,2439333822,13638535655,45.9,residential,0.5945,HIGH,0.7691,0.72,0.72,0.1781,0.4196,0.9017
R-945,2439333822,13638535656,61.17,residential,0.6048,HIGH,0.7842,0.7343,0.7343,0.2224,0.3907,0.8783
R-946,245665874,3641869342,23.74,tertiary,0.466,MODERATE,0.71,0.6657,0.6657,0.0,0.2731,0.5
R-947,245665874,6428811261,15.69,tertiary,0.4602,MODERATE,0.7124,0.6686,0.6686,0.0,0.2249,0.5
R-948,245665910,10653501374,119.23,residential,0.6197,HIGH,0.7894,0.7371,0.7371,0.3485,0.3962,0.7475
R-949,245665910,13617092840,6.78,tertiary,0.6266,HIGH,0.8245,0.7686,0.7686,0.1968,0.4059,0.9242
R-950,245666041,245666337,213.16,tertiary,,UNKNOWN,,,,,,
R-951,245666041,2897024596,11.16,tertiary,,UNKNOWN,,,,,,
R-952,245666077,10091403659,64.63,tertiary,0.5223,HIGH,0.7048,0.6629,0.6629,0.1432,0.2883,0.7742
R-953,245666077,13617067002,5.65,tertiary_link,0.5326,HIGH,0.7367,0.6914,0.6914,0.148,0.2664,0.7367
R-954,245666078,245666041,109.96,tertiary,0.5458,HIGH,0.7367,0.6914,0.6914,0.1259,0.3406,0.8017
R-955,245666078,2897024594,8.02,tertiary,0.4945,MODERATE,0.7042,0.6629,0.66,0.0433,0.2425,0.7708
R-956,245666141,2897024627,11.81,tertiary,0.4855,MODERATE,0.6888,0.6486,0.6486,0.1181,0.2161,0.6467
R-957,245666141,9469495782,392.7,secondary,0.5788,HIGH,0.7239,0.68,0.68,0.2701,0.3708,0.8642
R-958,245666158,13619318853,9.0,tertiary,0.4593,MODERATE,0.6715,0.6343,0.6314,0.0189,0.1863,0.7175
R-959,245666158,13619318866,23.09,tertiary,0.466,MODERATE,0.7073,0.6657,0.6657,0.0503,0.1621,0.5717
R-960,245666190,10696472349,28.07,residential,0.488,MODERATE,0.7112,0.6686,0.6686,0.0292,0.2023,0.7558
R-961,245666190,13638535652,74.18,residential,0.5097,HIGH,0.7133,0.6714,0.6714,0.1143,0.2576,0.7058
R-962,245666190,13638535655,46.91,residential,0.5597,HIGH,0.7397,0.6943,0.6943,0.1666,0.3509,0.8275
R-963,245666190,245666260,65.45,residential,0.4774,MODERATE,0.6691,0.6314,0.6314,0.0205,0.2384,0.8275
R-964,245666191,13619318852,13.1,residential,0.4765,MODERATE,0.7261,0.68,0.68,0.0,0.1508,0.7067
R-965,245666191,13619318854,61.43,residential,0.4603,MODERATE,0.6745,0.6371,0.6371,0.0009,0.1785,0.7542
R-966,245666191,13638535686,66.58,residential,0.5928,HIGH,0.7782,0.7286,0.7286,0.2535,0.3434,0.7992
R-967,245666192,10091403664,6.21,residential,0.768,VERY_HIGH,0.8436,0.7857,0.7857,0.6769,0.6958,0.845
R-968,245666192,13614337239,132.84,residential,0.6408,HIGH,0.7833,0.7314,0.7314,0.436,0.3896,0.825
R-969,245666192,245666077,122.53,tertiary,0.7018,HIGH,0.8006,0.7486,0.7486,0.5604,0.5525,0.8467
R-970,245666260,10696472308,71.83,residential,0.4326,MODERATE,0.6106,0.58,0.58,0.0173,0.1983,0.7425
R-971,245666260,10696472350,30.74,residential,0.4788,MODERATE,0.6494,0.6143,0.6143,0.0105,0.2837,0.8925
R-972,245666260,245666190,65.45,residential,0.4774,MODERATE,0.6691,0.6314,0.6314,0.0205,0.2384,0.8275
R-973,245666260,245666323,46.8,residential,0.4696,MODERATE,0.657,0.62,0.62,0.0,0.2339,0.8608
R-974,245666274,10292442915,11.26,secondary,0.4062,MODERATE,0.5385,0.5171,0.5143,0.0054,0.2288,0.8258
R-975,245666274,12409410388,80.29,secondary,0.4431,MODERATE,0.5542,0.5286,0.5286,0.0475,0.3267,0.8875
R-976,245666323,10696472307,69.45,residential,0.4726,MODERATE,0.6682,0.6314,0.6314,0.0918,0.2231,0.6617
R-977,245666323,245666260,46.8,residential,0.4696,MODERATE,0.657,0.62,0.62,0.0,0.2339,0.8608
R-978,245666323,245666367,64.51,residential,0.5129,HIGH,0.7255,0.68,0.68,0.0834,0.2366,0.7758
R-979,245666337,245666041,213.16,tertiary,,UNKNOWN,,,,,,
R-980,245666351,10653501375,155.72,residential,0.4554,MODERATE,0.6548,0.6171,0.6171,0.0284,0.2271,0.6867
R-981,245666351,13638530342,13.01,residential,0.5428,HIGH,0.7385,0.6914,0.6914,0.0307,0.3859,0.8908
R-982,245666351,245666385,23.02,residential,0.5563,HIGH,0.7479,0.7,0.7,0.053,0.4094,0.8967
R-983,245666367,10696472306,71.59,residential,0.61,HIGH,0.77,0.72,0.72,0.2605,0.4386,0.8608
