rank,road_id,source,target,length_m,road_class,hotspot_score,hotspot_class,peak_flood_depth_m,mean_flood_depth_m,peak_combined_risk,mean_combined_risk,risk_duration,high_risk_duration,very_high_risk_duration,fraction_of_time_high_risk,first_high_risk_timestamp,first_critical_timestamp,peak_risk_timestamp,peak_flood_depth_timestamp,number_of_timestamps
514,R-562,13619412997,13619412997,128.29,residential,0.4724,MODERATE,0.292,0.131,0.5694,0.3944,5,1,0,0.167,T+90min,,T+90min,T+90min,6
515,R-386,13617550926,13617550919,19.52,tertiary,0.4719,MODERATE,0.284,0.135,0.5765,0.4059,5,1,0,0.167,T+90min,,T+90min,T+90min,6
516,R-177,12350446596,13621901230,54.21,tertiary,0.4715,MODERATE,0.287,0.126,0.5727,0.4005,5,1,0,0.167,T+90min,,T+90min,T+90min,6
517,R-1196,2897024798,631507993,8.0,primary,0.471,MODERATE,0.294,0.143,0.5646,0.388,5,1,0,0.167,T+90min,,T+90min,T+90min,6
518,R-1375,6491091371,2244637012,66.53,residential,0.4704,MODERATE,0.294,0.135,0.5635,0.3871,5,1,0,0.167,T+90min,,T+90min,T+90min,6
519,R-909,2244637012,6491091371,66.53,residential,0.4704,MODERATE,0.294,0.135,0.5635,0.3871,5,1,0,0.167,T+90min,,T+90min,T+90min,6
520,R-841,1375215100,2244637027,35.49,residential,0.4697,MODERATE,0.287,0.134,0.569,0.3966,5,1,0,0.167,T+90min,,T+90min,T+90min,6
521,R-921,2244637027,1375215100,35.49,residential,0.4697,MODERATE,0.287,0.134,0.569,0.3966,5,1,0,0.167,T+90min,,T+90min,T+90min,6
522,R-337,13617092835,13617092836,6.33,residential,0.4693,MODERATE,0.287,0.143,0.5682,0.396,5,1,0,0.167,T+90min,,T+90min,T+90min,6
523,R-340,13617092836,13617092835,6.33,residential,0.4693,MODERATE,0.287,0.143,0.5682,0.396,5,1,0,0.167,T+90min,,T+90min,T+90min,6
524,R-455,13618414606,13618414607,62.6,residential,0.469,MODERATE,0.291,0.135,0.5636,0.389,5,1,0,0.167,T+90min,,T+90min,T+90min,6
525,R-458,13618414607,13618414606,62.6,residential,0.469,MODERATE,0.291,0.135,0.5636,0.389,5,1,0,0.167,T+90min,,T+90min,T+90min,6
526,R-075,10696472356,13638535681,14.31,residential,0.469,MODERATE,0.283,0.137,0.5716,0.402,5,1,0,0.167,T+90min,,T+90min,T+90min,6
527,R-797,13638535681,10696472356,14.31,residential,0.469,MODERATE,0.283,0.137,0.5716,0.402,5,1,0,0.167,T+90min,,T+90min,T+90min,6
528,R-191,12406104882,10265662126,45.18,trunk,0.4689,MODERATE,0.285,0.139,0.5694,0.3984,5,1,0,0.167,T+90min,,T+90min,T+90min,6
529,R-1391,6554236425,7404711465,126.02,residential,0.4687,MODERATE,0.299,0.108,0.555,0.3756,5,1,0,0.167,T+90min,,T+90min,T+90min,6
530,R-1470,7404711465,6554236425,126.02,residential,0.4687,MODERATE,0.299,0.108,0.555,0.3756,5,1,0,0.167,T+90min,,T+90min,T+90min,6
531,R-851,13798210725,13798210735,31.96,residential,0.4687,MODERATE,0.294,0.139,0.56,0.3834,5,1,0,0.167,T+90min,,T+90min,T+90min,6
532,R-855,13798210735,13798210725,31.96,residential,0.4687,MODERATE,0.294,0.139,0.56,0.3834,5,1,0,0.167,T+90min,,T+90min,T+90min,6
533,R-853,13798210725,6926279717,28.31,residential,0.4673,MODERATE,0.294,0.135,0.5573,0.3807,5,1,0,0.167,T+90min,,T+90min,T+90min,6
534,R-1429,6926279717,13798210725,28.31,residential,0.4672,MODERATE,0.294,0.135,0.557,0.3804,5,1,0,0.167,T+90min,,T+90min,T+90min,6
535,R-1214,3743617937,10564373799,148.61,trunk,0.4664,MODERATE,0.289,0.115,0.5605,0.3875,5,1,0,0.167,T+90min,,T+90min,T+90min,6
536,R-454,13618414606,13618414607,23.83,residential,0.4659,MODERATE,0.291,0.134,0.5574,0.3828,5,1,0,0.167,T+90min,,T+90min,T+90min,6
537,R-457,13618414607,13618414606,23.83,residential,0.4659,MODERATE,0.291,0.134,0.5574,0.3828,5,1,0,0.167,T+90min,,T+90min,T+90min,6
538,R-1215,3743617937,13614467518,34.2,residential,0.4658,MODERATE,0.289,0.132,0.5592,0.3862,5,1,0,0.167,T+90min,,T+90min,T+90min,6
539,R-258,13614467518,3743617937,34.2,residential,0.4658,MODERATE,0.289,0.132,0.5592,0.3862,5,1,0,0.167,T+90min,,T+90min,T+90min,6
540,R-1103,2804481652,12334925193,362.75,trunk,0.4649,MODERATE,0.298,0.096,0.5485,0.3695,5,1,0,0.167,T+90min,,T+90min,T+90min,6
541,R-136,11047597219,13619318864,14.89,residential,0.4644,MODERATE,0.29,0.134,0.5554,0.3814,5,1,0,0.167,T+90min,,T+90min,T+90min,6
542,R-501,13619318864,11047597219,14.89,residential,0.4644,MODERATE,0.29,0.134,0.5554,0.3814,5,1,0,0.167,T+90min,,T+90min,T+90min,6
543,R-1283,622039354,7384246086,11.49,residential,0.4639,MODERATE,0.289,0.14,0.5554,0.382,5,1,0,0.167,T+90min,,T+90min,T+90min,6
544,R-1455,7384246086,622039354,11.49,residential,0.4639,MODERATE,0.289,0.14,0.5554,0.382,5,1,0,0.167,T+90min,,T+90min,T+90min,6
545,R-071,10696472350,13638535685,72.75,residential,0.4634,MODERATE,0.29,0.113,0.5534,0.3794,5,1,0,0.167,T+90min,,T+90min,T+90min,6
546,R-809,13638535685,10696472350,72.75,residential,0.4634,MODERATE,0.29,0.113,0.5534,0.3794,5,1,0,0.167,T+90min,,T+90min,T+90min,6
547,R-657,13621886865,13621886866,61.16,residential,0.4628,MODERATE,0.27,0.13,0.5722,0.4102,5,1,0,0.167,T+90min,,T+90min,T+90min,6
548,R-660,13621886866,13621886865,61.16,residential,0.4628,MODERATE,0.27,0.13,0.5722,0.4102,5,1,0,0.167,T+90min,,T+90min,T+90min,6
549,R-893,14104987809,2244637021,74.16,residential,0.4626,MODERATE,0.282,0.128,0.5598,0.3902,5,1,0,0.167,T+90min,,T+90min,T+90min,6
550,R-914,2244637021,14104987809,74.16,residential,0.4626,MODERATE,0.282,0.128,0.5598,0.3902,5,1,0,0.167,T+90min,,T+90min,T+90min,6
551,R-1219,3803643818,13616325516,5.12,residential,0.4623,MODERATE,0.283,0.141,0.5582,0.3882,5,1,0,0.167,T+90min,,T+90min,T+90min,6
552,R-289,13616325516,3803643818,5.12,residential,0.4623,MODERATE,0.283,0.141,0.5582,0.3882,5,1,0,0.167,T+90min,,T+90min,T+90min,6
553,R-024,10265662174,622042582,45.31,trunk,0.461,MODERATE,0.286,0.13,0.5526,0.381,5,1,0,0.167,T+90min,,T+90min,T+90min,6
554,R-1355,6490591813,13619374592,77.33,trunk,0.461,MODERATE,0.27,0.128,0.5686,0.4068,5,1,0,0.167,T+90min,,T+90min,T+90min,6
555,R-037,10384248274,10384248275,22.33,trunk_link,0.4603,MODERATE,0.275,0.123,0.5622,0.3972,5,1,0,0.167,T+90min,,T+90min,T+90min,6
556,R-039,10384248275,10384248274,22.33,trunk_link,0.4603,MODERATE,0.275,0.123,0.5622,0.3972,5,1,0,0.167,T+90min,,T+90min,T+90min,6
557,R-053,10696472306,245666367,71.59,residential,0.4596,MODERATE,0.269,0.128,0.5668,0.4054,5,1,0,0.167,T+90min,,T+90min,T+90min,6
558,R-983,245666367,10696472306,71.59,residential,0.4596,MODERATE,0.269,0.128,0.5668,0.4054,5,1,0,0.167,T+90min,,T+90min,T+90min,6
559,R-169,12334925204,12334925193,324.23,trunk_link,0.4594,MODERATE,0.294,0.096,0.5414,0.365,5,1,0,0.167,T+90min,,T+90min,T+90min,6
560,R-324,13617040697,10091403662,35.41,tertiary,0.4587,MODERATE,0.281,0.139,0.553,0.3844,5,1,0,0.167,T+90min,,T+90min,T+90min,6
561,R-1316,631507992,10279771626,28.73,tertiary,0.4586,MODERATE,0.28,0.134,0.5538,0.3856,5,1,0,0.167,T+90min,,T+90min,T+90min,6
562,R-667,13621901231,12350446597,54.55,tertiary,0.4582,MODERATE,0.279,0.124,0.5541,0.3867,5,1,0,0.167,T+90min,,T+90min,T+90min,6
563,R-224,13433910629,13433910631,74.18,residential,0.4581,MODERATE,0.269,0.127,0.5639,0.4027,5,1,0,0.167,T+90min,,T+90min,T+90min,6
564,R-225,13433910631,13433910629,74.18,residential,0.4581,MODERATE,0.269,0.127,0.5639,0.4027,5,1,0,0.167,T+90min,,T+90min,T+90min,6
565,R-011,10091403662,3193827831,7.59,residential,0.4578,MODERATE,0.28,0.14,0.5522,0.3846,5,1,0,0.167,T+90min,,T+90min,T+90min,6
566,R-1211,3193827831,10091403662,7.59,residential,0.4578,MODERATE,0.28,0.14,0.5522,0.3846,5,1,0,0.167,T+90min,,T+90min,T+90min,6
567,R-111,10925941296,10925941300,34.66,residential,0.4568,MODERATE,0.279,0.135,0.5513,0.3841,5,1,0,0.167,T+90min,,T+90min,T+90min,6
568,R-112,10925941300,10925941296,34.66,residential,0.4568,MODERATE,0.279,0.135,0.5513,0.3841,5,1,0,0.167,T+90min,,T+90min,T+90min,6
569,R-461,13619237603,13619237610,13.31,residential,0.4562,MODERATE,0.282,0.139,0.547,0.378,5,1,0,0.167,T+90min,,T+90min,T+90min,6
570,R-464,13619237610,13619237603,13.31,residential,0.4562,MODERATE,0.282,0.139,0.547,0.378,5,1,0,0.167,T+90min,,T+90min,T+90min,6
571,R-560,13619412997,10925941300,44.77,residential,0.4562,MODERATE,0.279,0.132,0.55,0.3828,5,1,0,0.167,T+90min,,T+90min,T+90min,6
572,R-113,10925941300,13619412997,44.77,residential,0.4561,MODERATE,0.279,0.132,0.5499,0.3827,5,1,0,0.167,T+90min,,T+90min,T+90min,6
573,R-067,10696472349,2439333822,119.0,residential,0.4557,MODERATE,0.269,0.128,0.5591,0.3981,5,1,0,0.167,T+90min,,T+90min,T+90min,6
574,R-943,2439333822,10696472349,119.0,residential,0.4557,MODERATE,0.269,0.128,0.5591,0.3981,5,1,0,0.167,T+90min,,T+90min,T+90min,6
575,R-1508,9771116360,13619368460,35.05,residential,0.4551,MODERATE,0.276,0.126,0.5508,0.3852,5,1,0,0.167,T+90min,,T+90min,T+90min,6
576,R-511,13619368460,9771116360,35.05,residential,0.4551,MODERATE,0.276,0.126,0.5508,0.3852,5,1,0,0.167,T+90min,,T+90min,T+90min,6
577,R-460,13619237603,13619237606,18.82,residential,0.4549,MODERATE,0.282,0.136,0.5444,0.3754,5,1,0,0.167,T+90min,,T+90min,T+90min,6
578,R-463,13619237606,13619237603,18.82,residential,0.4549,MODERATE,0.282,0.136,0.5444,0.3754,5,1,0,0.167,T+90min,,T+90min,T+90min,6
579,R-734,13622531608,13622531608,97.62,residential,0.4537,MODERATE,0.279,0.133,0.545,0.3778,5,1,0,0.167,T+90min,,T+90min,T+90min,6
580,R-735,13622531608,13622531608,97.62,residential,0.4537,MODERATE,0.279,0.133,0.545,0.3778,5,1,0,0.167,T+90min,,T+90min,T+90min,6
581,R-280,13616287393,13616287394,7.99,tertiary_link,0.4536,MODERATE,0.274,0.136,0.5499,0.3853,5,1,0,0.167,T+90min,,T+90min,T+90min,6
582,R-282,13616287394,13616287393,7.99,tertiary_link,0.4536,MODERATE,0.274,0.136,0.5499,0.3853,5,1,0,0.167,T+90min,,T+90min,T+90min,6
583,R-749,13638081803,13638081813,8.65,residential,0.4527,MODERATE,0.278,0.138,0.5441,0.3773,5,1,0,0.167,T+90min,,T+90min,T+90min,6
584,R-764,13638081813,13638081803,8.65,residential,0.4527,MODERATE,0.278,0.138,0.5441,0.3773,5,1,0,0.167,T+90min,,T+90min,T+90min,6
585,R-1195,2897024795,2897024798,17.97,tertiary,0.4519,MODERATE,0.277,0.136,0.5434,0.3774,5,1,0,0.167,T+90min,,T+90min,T+90min,6
586,R-105,10925931740,13619485519,103.44,residential,0.4508,MODERATE,0.275,0.126,0.5432,0.3782,5,1,0,0.167,T+90min,,T+90min,T+90min,6
587,R-575,13619485519,10925931740,103.44,residential,0.4508,MODERATE,0.275,0.126,0.5432,0.3782,5,1,0,0.167,T+90min,,T+90min,T+90min,6
588,R-1509,9771116360,13619368466,58.73,residential,0.4507,MODERATE,0.279,0.124,0.5391,0.3713,5,1,0,0.167,T+90min,,T+90min,T+90min,6
589,R-514,13619368466,9771116360,58.73,residential,0.4507,MODERATE,0.279,0.124,0.5391,0.3713,5,1,0,0.167,T+90min,,T+90min,T+90min,6
590,R-073,10696472351,13638535681,16.07,residential,0.4507,MODERATE,0.271,0.13,0.547,0.3842,5,1,0,0.167,T+90min,,T+90min,T+90min,6
591,R-796,13638535681,10696472351,16.07,residential,0.4507,MODERATE,0.271,0.13,0.547,0.3842,5,1,0,0.167,T+90min,,T+90min,T+90min,6
592,R-281,13616287393,6428617352,19.54,tertiary,0.4499,MODERATE,0.274,0.127,0.5425,0.3779,5,1,0,0.167,T+90min,,T+90min,T+90min,6
593,R-1186,2897024749,2897024795,205.85,tertiary,0.4494,MODERATE,0.272,0.126,0.5434,0.3802,5,1,0,0.167,T+90min,,T+90min,T+90min,6
594,R-1467,7404711455,1375215119,95.82,tertiary,0.4493,MODERATE,0.276,0.112,0.5393,0.3737,5,1,0,0.167,T+90min,,T+90min,T+90min,6
595,R-844,1375215119,7404711455,95.82,tertiary,0.4493,MODERATE,0.276,0.112,0.5393,0.3737,5,1,0,0.167,T+90min,,T+90min,T+90min,6
596,R-1454,7384246086,13619515794,5.6,residential,0.4492,MODERATE,0.272,0.135,0.5431,0.3797,5,1,0,0.167,T+90min,,T+90min,T+90min,6
597,R-602,13619515794,7384246086,5.6,residential,0.4492,MODERATE,0.272,0.135,0.5431,0.3797,5,1,0,0.167,T+90min,,T+90min,T+90min,6
598,R-1260,5911310862,5911310869,218.06,trunk,0.4485,MODERATE,0.269,0.118,0.5447,0.3835,5,1,0,0.167,T+90min,,T+90min,T+90min,6
599,R-600,13619515794,13619515794,103.82,residential,0.4484,MODERATE,0.272,0.122,0.5414,0.378,5,1,0,0.167,T+90min,,T+90min,T+90min,6
600,R-601,13619515794,13619515794,103.82,residential,0.4484,MODERATE,0.272,0.122,0.5414,0.378,5,1,0,0.167,T+90min,,T+90min,T+90min,6
601,R-869,13798244196,13798244197,24.98,residential,0.4482,MODERATE,0.264,0.126,0.5491,0.3907,5,1,0,0.167,T+90min,,T+90min,T+90min,6
602,R-870,13798244197,13798244196,24.98,residential,0.4481,MODERATE,0.264,0.126,0.5488,0.3904,5,1,0,0.167,T+90min,,T+90min,T+90min,6
603,R-1317,631507992,2897024795,7.99,primary,0.4479,MODERATE,0.272,0.136,0.5405,0.3773,5,1,0,0.167,T+90min,,T+90min,T+90min,6
604,R-782,13638535654,13638535655,73.26,residential,0.4469,MODERATE,0.265,0.123,0.5455,0.3867,5,1,0,0.167,T+90min,,T+90min,T+90min,6
605,R-783,13638535655,13638535654,73.26,residential,0.4469,MODERATE,0.265,0.123,0.5455,0.3867,5,1,0,0.167,T+90min,,T+90min,T+90min,6
606,R-957,245666141,9469495782,392.7,secondary,0.4467,MODERATE,0.263,0.111,0.5471,0.3893,5,1,0,0.167,T+90min,,T+90min,T+90min,6
607,R-1378,6491091372,2244637012,66.0,residential,0.4464,MODERATE,0.28,0.116,0.5295,0.3615,5,1,0,0.167,T+90min,,T+90min,T+90min,6
608,R-910,2244637012,6491091372,66.0,residential,0.4464,MODERATE,0.28,0.116,0.5295,0.3615,5,1,0,0.167,T+90min,,T+90min,T+90min,6
609,R-1222,3803645219,13616287394,18.6,tertiary,0.4459,MODERATE,0.271,0.126,0.5374,0.3746,5,1,0,0.167,T+90min,,T+90min,T+90min,6
610,R-915,2244637021,2244637027,74.94,residential,0.4459,MODERATE,0.265,0.128,0.5435,0.3847,5,1,0,0.167,T+90min,,T+90min,T+90min,6
611,R-922,2244637027,2244637021,74.94,residential,0.4459,MODERATE,0.265,0.128,0.5435,0.3847,5,1,0,0.167,T+90min,,T+90min,T+90min,6
612,R-1441,7365813760,13619237610,16.55,residential,0.4455,MODERATE,0.274,0.132,0.5336,0.369,5,1,0,0.167,T+90min,,T+90min,T+90min,6
613,R-466,13619237610,7365813760,16.55,residential,0.4455,MODERATE,0.274,0.132,0.5336,0.369,5,1,0,0.167,T+90min,,T+90min,T+90min,6
614,R-784,13638535655,2439333822,45.9,residential,0.4455,MODERATE,0.259,0.128,0.5486,0.3932,5,1,0,0.167,T+90min,,T+90min,T+90min,6
615,R-944,2439333822,13638535655,45.9,residential,0.4455,MODERATE,0.259,0.128,0.5486,0.3932,5,1,0,0.167,T+90min,,T+90min,T+90min,6
616,R-798,13638535681,13638535682,74.05,residential,0.4454,MODERATE,0.271,0.128,0.5364,0.374,5,1,0,0.167,T+90min,,T+90min,T+90min,6
617,R-800,13638535682,13638535681,74.05,residential,0.4454,MODERATE,0.271,0.128,0.5364,0.374,5,1,0,0.167,T+90min,,T+90min,T+90min,6
618,R-042,10564373799,245667361,48.5,trunk,0.445,MODERATE,0.27,0.126,0.5366,0.3746,5,1,0,0.167,T+90min,,T+90min,T+90min,6
619,R-387,13617550926,13617550927,7.96,tertiary_link,0.4437,MODERATE,0.258,0.128,0.546,0.3912,5,1,0,0.167,T+90min,,T+90min,T+90min,6
620,R-388,13617550927,13617550926,7.96,tertiary_link,0.4437,MODERATE,0.258,0.128,0.546,0.3912,5,1,0,0.167,T+90min,,T+90min,T+90min,6
621,R-134,11047597219,13619318851,57.84,residential,0.4431,MODERATE,0.276,0.118,0.5269,0.3613,5,1,0,0.167,T+90min,,T+90min,T+90min,6
622,R-489,13619318851,11047597219,57.84,residential,0.4431,MODERATE,0.276,0.118,0.5269,0.3613,5,1,0,0.167,T+90min,,T+90min,T+90min,6
623,R-868,13798244196,13798244194,27.04,residential,0.4431,MODERATE,0.264,0.118,0.5389,0.3805,5,1,0,0.167,T+90min,,T+90min,T+90min,6
624,R-875,13798296277,13798296297,19.63,residential,0.4429,MODERATE,0.267,0.124,0.5354,0.3752,5,1,0,0.167,T+90min,,T+90min,T+90min,6
625,R-885,13798296297,13798296277,19.63,residential,0.4429,MODERATE,0.267,0.124,0.5354,0.3752,5,1,0,0.167,T+90min,,T+90min,T+90min,6
626,R-219,13433910625,13433910629,61.65,residential,0.4428,MODERATE,0.269,0.125,0.5332,0.372,5,1,0,0.167,T+90min,,T+90min,T+90min,6
627,R-222,13433910629,13433910625,61.65,residential,0.4428,MODERATE,0.269,0.125,0.5332,0.372,5,1,0,0.167,T+90min,,T+90min,T+90min,6
628,R-1290,622042582,622042581,50.92,trunk,0.4426,MODERATE,0.269,0.127,0.5328,0.3716,5,1,0,0.167,T+90min,,T+90min,T+90min,6
629,R-1442,7365813760,7384246086,30.09,residential,0.4424,MODERATE,0.272,0.13,0.5294,0.366,5,1,0,0.167,T+90min,,T+90min,T+90min,6
630,R-1456,7384246086,7365813760,30.09,residential,0.4424,MODERATE,0.272,0.13,0.5294,0.366,5,1,0,0.167,T+90min,,T+90min,T+90min,6
631,R-1263,5911310869,5911310870,17.94,trunk,0.4419,MODERATE,0.258,0.126,0.5424,0.3876,5,1,0,0.167,T+90min,,T+90min,T+90min,6
632,R-150,11976374939,13622308166,65.09,tertiary,0.4416,MODERATE,0.246,0.12,0.5538,0.4062,6,1,0,0.167,T+90min,,T+90min,T+90min,6
633,R-681,13622308166,11976374939,65.09,tertiary,0.4416,MODERATE,0.246,0.12,0.5538,0.4062,6,1,0,0.167,T+90min,,T+90min,T+90min,6
634,R-141,11054646813,2244637012,57.63,residential,0.4414,MODERATE,0.28,0.11,0.5195,0.3515,5,1,0,0.167,T+90min,,T+90min,T+90min,6
635,R-908,2244637012,11054646813,57.63,residential,0.4414,MODERATE,0.28,0.11,0.5195,0.3515,5,1,0,0.167,T+90min,,T+90min,T+90min,6
636,R-906,2244637007,2244637004,89.18,residential,0.4414,MODERATE,0.27,0.11,0.5295,0.3677,5,1,0,0.167,T+90min,,T+90min,T+90min,6
637,R-903,2244637004,2244637007,89.18,residential,0.4413,MODERATE,0.27,0.11,0.5293,0.3675,5,1,0,0.167,T+90min,,T+90min,T+90min,6
638,R-1054,245667803,5911310869,13.75,tertiary,0.4413,MODERATE,0.258,0.128,0.5412,0.3864,5,1,0,0.167,T+90min,,T+90min,T+90min,6
639,R-1262,5911310869,245667803,13.75,tertiary,0.4413,MODERATE,0.258,0.128,0.5412,0.3864,5,1,0,0.167,T+90min,,T+90min,T+90min,6
640,R-653,13621749598,13621749599,84.01,residential,0.4405,MODERATE,0.261,0.119,0.5367,0.3799,5,1,0,0.167,T+90min,,T+90min,T+90min,6
641,R-656,13621749599,13621749598,84.01,residential,0.4405,MODERATE,0.261,0.119,0.5367,0.3799,5,1,0,0.167,T+90min,,T+90min,T+90min,6
642,R-1105,2804481652,6926279722,104.56,residential,0.4404,MODERATE,0.259,0.112,0.5384,0.383,5,1,0,0.167,T+90min,,T+90min,T+90min,6
643,R-1433,6926279722,2804481652,104.56,residential,0.4404,MODERATE,0.259,0.112,0.5384,0.383,5,1,0,0.167,T+90min,,T+90min,T+90min,6
644,R-785,13638535655,245666190,46.91,residential,0.4385,MODERATE,0.259,0.116,0.5347,0.3793,5,1,0,0.167,T+90min,,T+90min,T+90min,6
645,R-962,245666190,13638535655,46.91,residential,0.4385,MODERATE,0.259,0.116,0.5347,0.3793,5,1,0,0.167,T+90min,,T+90min,T+90min,6
646,R-687,13622393246,13622393246,87.86,residential,0.4378,MODERATE,0.246,0.117,0.5463,0.3987,6,1,0,0.167,T+90min,,T+90min,T+90min,6
647,R-688,13622393246,13622393246,87.86,residential,0.4378,MODERATE,0.246,0.117,0.5463,0.3987,6,1,0,0.167,T+90min,,T+90min,T+90min,6
648,R-1269,5911310878,13622393246,29.93,residential,0.4374,MODERATE,0.247,0.119,0.5444,0.3964,5,1,0,0.167,T+90min,,T+90min,T+90min,6
649,R-689,13622393246,5911310878,29.93,residential,0.4374,MODERATE,0.247,0.119,0.5444,0.3964,5,1,0,0.167,T+90min,,T+90min,T+90min,6
650,R-172,12350391111,12350391112,8.29,tertiary_link,0.4371,MODERATE,0.265,0.132,0.5259,0.3671,5,1,0,0.167,T+90min,,T+90min,T+90min,6
651,R-173,12350391112,12350391111,8.29,tertiary_link,0.4371,MODERATE,0.265,0.132,0.5259,0.3671,5,1,0,0.167,T+90min,,T+90min,T+90min,6
652,R-661,13621886869,13621886870,36.93,residential,0.437,MODERATE,0.259,0.121,0.5316,0.3762,5,1,0,0.167,T+90min,,T+90min,T+90min,6
653,R-664,13621886870,13621886869,36.93,residential,0.437,MODERATE,0.259,0.121,0.5316,0.3762,5,1,0,0.167,T+90min,,T+90min,T+90min,6
654,R-433,13618374671,13618374677,45.51,residential,0.4368,MODERATE,0.24,0.117,0.5503,0.4063,6,1,0,0.167,T+90min,,T+90min,T+90min,6
655,R-439,13618374677,13618374671,45.51,residential,0.4368,MODERATE,0.24,0.117,0.5503,0.4063,6,1,0,0.167,T+90min,,T+90min,T+90min,6
656,R-151,11976374939,245666426,36.9,tertiary,0.4367,MODERATE,0.246,0.119,0.5441,0.3965,5,1,0,0.167,T+90min,,T+90min,T+90min,6
657,R-131,11046205760,13622492459,27.53,residential,0.4366,MODERATE,0.265,0.128,0.5249,0.3655,5,1,0,0.167,T+90min,,T+90min,T+90min,6
658,R-721,13622492459,11046205760,27.53,residential,0.4366,MODERATE,0.265,0.128,0.5249,0.3655,5,1,0,0.167,T+90min,,T+90min,T+90min,6
659,R-777,13638535652,13638535654,45.47,residential,0.4354,MODERATE,0.265,0.119,0.5225,0.3637,5,1,0,0.167,T+90min,,T+90min,T+90min,6
660,R-780,13638535654,13638535652,45.47,residential,0.4354,MODERATE,0.265,0.119,0.5225,0.3637,5,1,0,0.167,T+90min,,T+90min,T+90min,6
661,R-1268,5911310878,10384248274,36.52,trunk,0.4349,MODERATE,0.247,0.119,0.5394,0.3914,5,1,0,0.167,T+90min,,T+90min,T+90min,6
662,R-171,12350391111,10294725029,8.95,tertiary,0.4347,MODERATE,0.264,0.13,0.522,0.3636,5,1,0,0.167,T+90min,,T+90min,T+90min,6
663,R-1051,245667764,2244637021,103.45,residential,0.4341,MODERATE,0.256,0.121,0.5288,0.375,5,1,0,0.167,T+90min,,T+90min,T+90min,6
664,R-916,2244637021,245667764,103.45,residential,0.4341,MODERATE,0.256,0.121,0.5288,0.375,5,1,0,0.167,T+90min,,T+90min,T+90min,6
665,R-1496,9469495781,2897024627,388.68,secondary,0.434,MODERATE,0.251,0.11,0.5336,0.3828,5,1,0,0.167,T+90min,,T+90min,T+90min,6
666,R-787,13638535661,245666446,65.41,residential,0.4339,MODERATE,0.26,0.124,0.5245,0.3687,5,1,0,0.167,T+90min,,T+90min,T+90min,6
667,R-996,245666446,13638535661,65.41,residential,0.4339,MODERATE,0.26,0.124,0.5245,0.3687,5,1,0,0.167,T+90min,,T+90min,T+90min,6
668,R-790,13638535670,245666446,97.55,residential,0.4339,MODERATE,0.258,0.119,0.5264,0.3716,5,1,0,0.167,T+90min,,T+90min,T+90min,6
669,R-997,245666446,13638535670,97.55,residential,0.4339,MODERATE,0.258,0.119,0.5264,0.3716,5,1,0,0.167,T+90min,,T+90min,T+90min,6
670,R-440,13618374677,13618374681,71.66,residential,0.4333,MODERATE,0.238,0.115,0.5452,0.4026,6,1,0,0.167,T+90min,,T+90min,T+90min,6
671,R-444,13618374681,13618374677,71.66,residential,0.4333,MODERATE,0.238,0.115,0.5452,0.4026,6,1,0,0.167,T+90min,,T+90min,T+90min,6
672,R-1430,6926279717,13798210735,15.95,residential,0.4332,MODERATE,0.263,0.127,0.5201,0.3623,5,1,0,0.167,T+90min,,T+90min,T+90min,6
673,R-857,13798210735,6926279717,15.95,residential,0.4332,MODERATE,0.263,0.127,0.5201,0.3623,5,1,0,0.167,T+90min,,T+90min,T+90min,6
674,R-1288,622042581,12406085638,23.16,trunk,0.4328,MODERATE,0.262,0.127,0.5202,0.363,5,1,0,0.167,T+90min,,T+90min,T+90min,6
675,R-978,245666323,245666367,64.51,residential,0.4325,MODERATE,0.262,0.112,0.5196,0.3624,5,1,0,0.167,T+90min,,T+90min,T+90min,6
676,R-984,245666367,245666323,64.51,residential,0.4325,MODERATE,0.262,0.112,0.5196,0.3624,5,1,0,0.167,T+90min,,T+90min,T+90min,6
677,R-035,10294725029,13638535682,24.64,residential,0.4322,MODERATE,0.262,0.128,0.519,0.3618,5,1,0,0.167,T+90min,,T+90min,T+90min,6
678,R-799,13638535682,10294725029,24.64,residential,0.4322,MODERATE,0.262,0.128,0.519,0.3618,5,1,0,0.167,T+90min,,T+90min,T+90min,6
679,R-794,13638535675,13638535679,46.38,residential,0.432,MODERATE,0.252,0.12,0.5287,0.3775,5,1,0,0.167,T+90min,,T+90min,T+90min,6
680,R-795,13638535679,13638535675,46.38,residential,0.432,MODERATE,0.252,0.12,0.5287,0.3775,5,1,0,0.167,T+90min,,T+90min,T+90min,6
681,R-029,10279771626,2897024777,70.02,tertiary,0.431,MODERATE,0.255,0.124,0.5236,0.3706,5,1,0,0.167,T+90min,,T+90min,T+90min,6
682,R-390,13617550928,13617550926,86.76,tertiary,0.4308,MODERATE,0.258,0.106,0.5203,0.3655,5,1,0,0.167,T+90min,,T+90min,T+90min,6
683,R-1035,245667423,622060792,187.57,residential,0.4303,MODERATE,0.261,0.104,0.5162,0.3598,5,1,0,0.167,T+90min,,T+90min,T+90min,6
684,R-1292,622060792,245667423,187.57,residential,0.4303,MODERATE,0.261,0.104,0.5162,0.3598,5,1,0,0.167,T+90min,,T+90min,T+90min,6
685,R-1261,5911310869,1375251567,430.52,tertiary,0.43,MODERATE,0.258,0.105,0.5186,0.3638,5,1,0,0.167,T+90min,,T+90min,T+90min,6
