road_id,source,target,length_m,road_class,road_name,lanes,width_m,maxspeed_kmh,oneway,grid_cell_count,mean_elevation_m,min_elevation_m,max_elevation_m,elevation_range_m,elevation_gradient,mean_imperviousness,mean_infiltration_mm_hr,mean_flow_accumulation,max_flow_accumulation,mean_flow_direction,mean_twi,mean_slope_deg
R-1150,2897024656,2897024658,8.31,primary,Bandra Kurla Complex Road,3,14.0,50,True,2,11.67,11.58,11.76,0.18,0.0217,0.686,3.14,1.0,1.0,17.0,7.136,1.52
R-1151,2897024656,6552594955,26.66,tertiary,Bharat Nagar Road,2,8.0,40,True,4,11.2,10.75,11.58,0.83,0.0311,0.69,3.1,1.66,2.72,32.0,7.13,1.87
R-1152,2897024658,2897024651,18.15,tertiary,Street 5,2,8.0,40,True,3,11.88,11.76,11.98,0.22,0.0121,0.684,3.16,1.0,1.0,3.33,7.17,1.43
R-1153,2897024658,2897024742,383.65,primary,Bandra Kurla Complex Road,3,14.0,50,True,44,10.06,8.28,11.92,3.64,0.0095,0.701,2.99,1.85,5.5,12.41,7.4,2.12
R-1154,2897024660,245666386,251.12,tertiary,,2,8.0,40,False,28,6.32,3.17,8.73,5.56,0.0221,0.736,2.64,39.81,141.12,53.07,8.424,2.88
R-1155,2897024660,245666882,92.96,tertiary,,2,8.0,40,False,11,6.91,5.91,7.56,1.65,0.0177,0.731,2.69,1.31,1.53,25.45,6.864,2.27
R-1156,2897024660,9771116360,47.48,residential,,2,6.0,30,False,6,6.82,5.85,7.53,1.68,0.0354,0.732,2.69,1.01,1.07,34.0,6.631,2.45
R-1157,2897024667,2897024676,9.67,tertiary,Avenue 3,2,8.0,40,True,2,6.8,6.59,7.01,0.42,0.0434,0.732,2.69,3.0,4.01,2.0,7.551,1.46
R-1158,2897024667,2897024687,75.77,tertiary,Street 7,2,8.0,40,True,8,6.16,5.29,7.01,1.72,0.0227,0.738,2.62,5.67,11.26,2.75,8.254,1.85
R-1159,2897024676,245666426,12.12,tertiary,Street 7,2,8.0,40,True,3,6.33,6.12,6.59,0.47,0.0388,0.736,2.64,7.46,11.18,2.67,8.04,1.63
R-1160,2897024676,2897024734,183.57,tertiary,Avenue 3,2,8.0,40,True,22,4.96,3.29,6.59,3.3,0.018,0.749,2.51,5.81,20.82,20.64,8.078,1.27
R-1161,2897024677,245666831,8.08,tertiary,Bharat Nagar Road,2,8.0,40,True,2,11.75,11.62,11.89,0.27,0.0334,0.685,3.15,1.55,1.68,2.0,6.983,1.98
R-1162,2897024682,2897024658,114.45,tertiary,Bharat Nagar Road,2,8.0,40,True,16,10.71,10.0,11.76,1.76,0.0154,0.695,3.05,4.49,10.72,14.88,7.887,1.7
R-1163,2897024682,2897024677,8.07,unclassified,Kanzul Iman Road,2,6.0,30,True,2,11.48,11.34,11.62,0.28,0.0347,0.688,3.12,2.33,2.98,2.0,7.274,2.0
R-1164,2897024683,11027088421,488.66,unclassified,Kanzul Iman Road,2,6.0,30,True,56,7.12,2.97,11.63,8.66,0.0177,0.728,2.72,8.38,50.8,6.39,8.303,1.71
R-1165,2897024683,2897024682,8.08,tertiary,Bharat Nagar Road,2,8.0,40,True,2,11.48,11.34,11.63,0.29,0.0359,0.688,3.12,2.72,2.98,2.0,7.527,1.85
R-1166,2897024687,631525434,8.19,tertiary,Hotel Trident Road,2,8.0,40,False,2,7.22,6.89,7.56,0.67,0.0818,0.728,2.72,1.6,1.85,65.0,7.082,2.04
R-1167,2897024687,9469495781,44.22,tertiary,Street 7,2,8.0,40,True,7,7.66,6.89,7.94,1.05,0.0237,0.723,2.77,1.23,1.85,20.29,7.379,1.35
R-1168,2897024695,245666830,7.98,tertiary,,2,8.0,40,False,2,8.95,8.79,9.11,0.32,0.0401,0.712,2.88,3.13,5.25,128.0,7.454,1.64
R-1169,2897024695,7749797394,54.4,tertiary,Bharat Nagar Road,2,8.0,40,True,6,9.26,9.11,9.65,0.54,0.0099,0.708,2.92,2.72,5.28,117.33,7.481,2.36
R-1170,2897024696,12084454212,7.67,secondary,Street 7,2,10.0,40,True,2,7.71,7.64,7.79,0.15,0.0196,0.723,2.77,1.29,1.36,4.5,7.798,0.95
R-1171,2897024710,245666882,8.15,tertiary,,2,8.0,40,False,1,6.94,6.94,6.94,0.0,0.0,0.73,2.7,1.53,1.53,128.0,7.107,2.06
R-1172,2897024710,2897024695,247.3,tertiary,Bharat Nagar Road,2,8.0,40,True,28,8.62,6.03,10.65,4.62,0.0187,0.714,2.86,2.98,11.59,58.43,7.461,2.15
R-1173,2897024711,2897024737,125.16,secondary,Street 7,2,10.0,40,True,18,9.37,7.76,11.19,3.43,0.0274,0.707,2.93,1.01,1.19,20.0,6.555,2.82
R-1174,2897024711,631507969,7.99,tertiary,Avenue 3: Lane 4,2,8.0,40,False,2,7.6,7.44,7.76,0.32,0.0401,0.724,2.76,1.27,1.34,4.0,6.906,2.16
R-1175,2897024713,13616287395,8.37,residential,,2,6.0,30,False,2,7.9,7.73,8.06,0.33,0.0394,0.722,2.79,1.0,1.0,24.0,7.0,1.83
R-1176,2897024713,3803645219,36.4,tertiary,,2,8.0,40,True,6,6.79,5.48,8.06,2.58,0.0709,0.732,2.68,1.44,2.31,24.0,6.645,3.13
R-1177,2897024734,2897024749,99.11,tertiary,Avenue 3,2,8.0,40,True,0,,,,,,,,,,,,
R-1178,2897024734,631507991,10.02,tertiary,Avenue 3: Lane 4,2,8.0,40,False,0,,,,,,,,,,,,
R-1179,2897024734,631525440,214.13,tertiary,Avenue 3: Lane 4,2,8.0,40,False,26,3.27,2.01,4.84,2.83,0.0132,0.765,2.35,9.27,22.77,10.35,9.133,1.22
R-1180,2897024737,2897024651,386.36,primary,Bandra Kurla Complex Road,3,14.0,50,True,47,9.91,8.07,12.13,4.06,0.0105,0.702,2.98,1.46,2.53,14.17,7.058,2.34
R-1181,2897024737,2897024742,18.7,secondary,Street 7,2,10.0,40,True,4,10.07,9.26,10.86,1.6,0.0856,0.7,2.99,1.32,1.74,8.0,6.186,4.43
R-1182,2897024742,631525438,9.99,primary,Bandra Kurla Complex Road,3,14.0,50,True,2,9.37,9.26,9.48,0.22,0.022,0.707,2.93,1.62,1.74,8.0,6.316,4.67
R-1183,2897024748,2897024751,8.0,tertiary_link,,1,6.0,30,False,2,2.45,2.28,2.62,0.34,0.0425,0.772,2.27,1.04,1.06,96.0,7.306,1.73
R-1184,2897024748,6590384792,229.76,tertiary,,2,8.0,40,True,26,0.57,-2.96,3.26,6.22,0.0271,0.79,2.1,88.71,523.7,51.38,7.794,3.08
R-1185,2897024749,2897024753,7.99,tertiary,Avenue 3,2,8.0,40,True,0,,,,,,,,,,,,
R-1186,2897024749,2897024795,205.85,tertiary,Street 9,2,8.0,40,True,9,4.76,3.9,5.0,1.1,0.0053,0.75,2.5,1.07,1.26,12.44,7.589,1.24
R-1187,2897024751,13616287393,231.94,tertiary,,2,8.0,40,True,29,2.54,1.2,3.86,2.66,0.0115,0.771,2.29,2.23,9.04,48.0,7.577,1.7
R-1188,2897024751,2897024748,8.0,tertiary_link,,1,6.0,30,False,2,2.45,2.28,2.62,0.34,0.0425,0.772,2.27,1.04,1.06,96.0,7.306,1.73
R-1189,2897024752,12350931356,11.49,tertiary,Avenue 3,2,8.0,40,True,0,,,,,,,,,,,,
R-1190,2897024753,12350931356,9.43,tertiary,Street 9,2,8.0,40,True,0,,,,,,,,,,,,
R-1191,2897024753,2897024759,11.78,tertiary,Avenue 3,2,8.0,40,True,0,,,,,,,,,,,,
R-1192,2897024777,2897024753,106.64,tertiary,Street 9,2,8.0,40,True,0,,,,,,,,,,,,
R-1193,2897024777,6491469979,104.67,tertiary,Street 9: Lane 1,2,8.0,40,False,0,,,,,,,,,,,,
R-1194,2897024795,10279771627,346.77,primary,Bandra Kurla Complex Road,3,14.0,50,True,43,3.2,0.12,7.13,7.01,0.0202,0.765,2.35,16.48,125.85,38.44,7.999,2.12
R-1195,2897024795,2897024798,17.97,tertiary,Street 9,2,8.0,40,True,3,3.93,3.71,4.18,0.47,0.0262,0.759,2.41,1.14,1.26,4.0,6.676,2.81
R-1196,2897024798,631507993,8.0,primary,Bandra Kurla Complex Road,3,14.0,50,True,2,3.39,3.07,3.71,0.64,0.08,0.764,2.36,1.31,1.47,4.0,6.478,3.43
R-1197,2897024862,7366246698,11.91,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,2,7.92,7.33,8.52,1.19,0.0999,0.721,2.79,4.52,4.8,64.0,6.071,12.61
R-1198,2897024865,2897024862,13.22,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,2,7.96,7.39,8.52,1.13,0.0855,0.72,2.79,4.7,5.15,96.0,6.306,11.55
R-1199,2897024865,2897024870,19.33,secondary,Vidya Nagari Marg,2,10.0,40,True,2,7.85,7.39,8.3,0.91,0.0471,0.722,2.79,4.77,5.15,128.0,6.562,10.13
R-1200,2897024866,13619457125,9.61,trunk_link,,1,8.0,40,True,3,5.77,5.03,6.25,1.22,0.127,0.741,2.59,2.12,2.9,106.67,6.59,5.38
R-1201,2897024866,2897024865,42.35,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,5,5.7,5.03,7.39,2.36,0.0557,0.742,2.58,4.47,6.39,102.4,6.892,7.07
R-1202,2897024870,13618347449,18.77,secondary,Vidya Nagari Marg,2,10.0,40,True,3,10.01,8.3,11.5,3.2,0.1705,0.701,2.99,3.42,4.39,85.33,6.221,10.87
R-1203,296853790,11271580571,23.73,primary,Bandra Kurla Complex Road,3,14.0,50,True,3,7.82,7.71,8.04,0.33,0.0139,0.722,2.78,2.89,3.63,10.67,7.656,2.17
R-1204,296853793,13619939784,6.85,primary,Bandra Kurla Complex Road,3,14.0,50,True,1,9.67,9.67,9.67,0.0,0.0,0.704,2.96,2.01,2.01,16.0,7.094,3.15
R-1205,296853816,2897024648,27.68,primary,Bandra Kurla Complex Road,3,14.0,50,True,4,12.34,12.14,12.6,0.46,0.0166,0.679,3.21,1.02,1.08,13.0,6.613,2.23
R-1206,296853816,2897024656,18.18,tertiary,Street 5,2,8.0,40,True,4,11.87,11.58,12.14,0.56,0.0308,0.684,3.16,1.0,1.0,14.0,6.861,1.82
R-1207,296857806,2897024601,36.97,primary,Bandra Kurla Complex Road,3,14.0,50,True,4,8.81,8.0,9.73,1.73,0.0468,0.712,2.88,6.06,9.84,8.0,8.058,2.95
R-1208,296857806,2897024614,18.07,secondary,Street 3,2,10.0,40,True,3,8.11,8.0,8.33,0.33,0.0183,0.719,2.81,12.04,15.04,8.0,9.249,2.01
R-1209,296857831,2897024519,49.6,primary,Bandra Kurla Complex Road,3,14.0,50,True,6,9.69,8.95,10.32,1.37,0.0276,0.704,2.96,2.72,3.75,16.0,7.5,2.46
R-1210,296857831,296853793,17.93,secondary,Avenue 3,2,10.0,40,True,3,10.0,9.67,10.32,0.65,0.0363,0.701,2.99,2.07,2.12,16.0,7.155,2.79
R-1211,3193827831,10091403662,7.59,residential,,2,6.0,30,False,1,3.58,3.58,3.58,0.0,0.0,0.762,2.38,1.0,1.0,16.0,6.866,1.98
R-1212,3193827831,245666370,35.93,tertiary,,2,8.0,40,True,6,3.27,2.91,3.58,0.67,0.0186,0.765,2.35,1.04,1.12,4.33,6.849,2.07
R-1213,3641869342,245665874,23.74,tertiary,Jagat Vidya Marg,2,8.0,40,False,4,6.57,6.15,6.83,0.68,0.0286,0.733,2.67,1.0,1.0,12.0,7.185,
R-1214,3743617937,10564373799,148.61,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,20,5.72,3.23,7.44,4.21,0.0283,0.742,2.58,3.51,9.36,51.8,7.255,3.19
R-1215,3743617937,13614467518,34.2,residential,,2,6.0,30,False,4,4.3,3.23,5.79,2.56,0.0749,0.755,2.45,2.5,4.62,80.0,6.812,4.08
R-1216,3743617940,11054614468,13.33,residential,,2,6.0,30,False,2,8.0,7.99,8.0,0.01,0.0008,0.72,2.8,1.0,1.0,8.0,6.96,1.77
R-1217,3743617940,13503191895,12.31,residential,,2,6.0,30,False,2,7.76,7.53,7.99,0.46,0.0374,0.722,2.77,1.67,2.33,8.0,7.176,1.69
R-1218,3743617940,13614467518,37.51,residential,,2,6.0,30,False,5,7.32,5.79,7.99,2.2,0.0587,0.727,2.73,1.09,1.39,80.0,6.466,3.28
R-1219,3803643818,13616325516,5.12,residential,,2,6.0,30,False,1,3.49,3.49,3.49,0.0,0.0,0.763,2.37,1.18,1.18,64.0,6.923,1.95
R-1220,3803643818,13617040695,31.18,tertiary,,2,8.0,40,True,5,2.99,2.33,3.49,1.16,0.0372,0.767,2.33,1.39,2.0,13.8,6.924,1.98
R-1221,3803645219,12313982253,213.14,residential,,2,6.0,30,False,26,2.52,-0.52,5.81,6.33,0.0297,0.772,2.28,32.24,299.2,31.08,7.637,2.91
R-1222,3803645219,13616287394,18.6,tertiary,,2,8.0,40,True,3,4.73,3.97,5.48,1.51,0.0812,0.751,2.49,2.76,3.19,32.0,6.918,3.9
R-1223,3803645219,6428617352,8.08,residential,,2,6.0,30,False,1,5.48,5.48,5.48,0.0,0.0,0.744,2.56,2.31,2.31,32.0,6.732,3.94
R-1224,4342420383,2244637026,43.76,residential,,2,6.0,30,False,6,8.53,5.73,10.81,5.08,0.1161,0.715,2.85,1.25,1.83,6.5,6.144,5.07
R-1225,4342420383,2244637034,83.76,residential,,2,6.0,30,False,10,4.17,3.24,5.73,2.49,0.0297,0.756,2.44,5.82,8.45,4.2,7.509,4.19
R-1226,4342420383,6491091371,90.34,residential,,2,6.0,30,False,13,5.63,5.05,6.0,0.95,0.0105,0.743,2.57,1.24,1.88,40.46,6.902,2.71
R-1227,4342420489,6598052694,44.3,residential,,2,6.0,30,False,7,7.05,6.76,7.28,0.52,0.0117,0.729,2.71,1.11,1.28,41.71,7.051,1.72
R-1228,4342420490,2244637034,83.59,residential,,2,6.0,30,False,11,2.35,1.05,3.87,2.82,0.0337,0.773,2.27,14.07,24.58,28.36,7.889,3.81
R-1229,4342420490,622060802,145.96,residential,,2,6.0,30,False,17,3.38,1.83,4.53,2.7,0.0185,0.764,2.36,1.99,3.65,83.53,6.907,3.31
R-1230,4342420490,7404711408,92.78,residential,,2,6.0,30,False,10,1.32,-2.43,3.87,6.3,0.0679,0.783,2.17,25.94,49.6,51.2,8.089,5.15
R-1231,4342420515,10925931781,46.46,secondary,Jawaharlal Nehru Road,2,10.0,40,False,5,3.63,2.47,5.19,2.72,0.0585,0.761,2.39,4.0,7.78,1.6,7.565,4.01
R-1232,4342420515,245668038,64.09,residential,St Anthony Road,2,6.0,30,False,9,8.7,5.19,10.76,5.57,0.0869,0.714,2.86,1.42,2.17,44.0,6.313,4.54
R-1233,4342420515,621966589,353.9,secondary,Jawaharlal Nehru Road,2,10.0,40,False,9,9.08,5.19,10.74,5.55,0.0157,0.71,2.9,1.29,2.17,29.56,6.444,4.54
R-1234,4342420517,9914206292,78.72,residential,,2,6.0,30,False,11,4.89,2.82,6.0,3.18,0.0404,0.749,2.51,1.45,3.36,69.91,6.933,3.08
R-1235,4342420553,245668000,69.13,residential,Old CST Road,2,6.0,30,False,6,3.36,2.3,4.0,1.7,0.0246,0.764,2.36,1.91,3.44,48.0,7.759,1.82
R-1236,4342420553,245668226,194.56,residential,Old CST Road,2,6.0,30,False,0,,,,,,,,,,,,
R-1237,4342420553,6554236455,74.37,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-1238,4674280890,7104101070,164.64,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,5,-0.47,-1.23,-0.02,1.21,0.0073,0.8,2.0,1.73,3.32,25.6,7.11,3.14
R-1239,473698889,473698890,49.94,residential,M D Abasaheb Shinde Marg,2,6.0,30,False,8,12.77,9.63,14.93,5.3,0.1061,0.675,3.25,1.08,1.27,16.12,6.04,5.22
R-1240,473698890,10653501374,69.48,residential,M D Abasaheb Shinde Marg,2,6.0,30,False,10,12.73,8.37,15.69,7.32,0.1054,0.676,3.24,1.25,1.77,39.2,5.966,5.56
R-1241,473698890,10653501375,29.16,residential,,2,6.0,30,False,4,14.84,14.02,15.36,1.34,0.046,0.656,3.44,1.0,1.0,2.5,6.134,3.93
R-1242,473698890,473698889,49.94,residential,M D Abasaheb Shinde Marg,2,6.0,30,False,8,12.77,9.63,14.93,5.3,0.1061,0.675,3.25,1.08,1.27,16.12,6.04,5.22
R-1243,476480258,245666448,333.56,tertiary,Street 3: Lane 1,2,8.0,40,False,37,10.78,6.28,14.8,8.52,0.0255,0.694,3.06,3.05,8.9,33.14,8.714,2.72
R-1244,476480258,2897024642,98.6,tertiary,,2,8.0,40,False,15,6.98,5.21,8.95,3.74,0.0379,0.73,2.7,6.32,15.13,33.07,7.68,2.6
R-1245,476480258,476480287,306.86,tertiary,Street 3: Lane 1,2,8.0,40,False,37,8.7,5.89,10.88,4.99,0.0163,0.714,2.86,15.4,114.3,19.95,7.754,2.38
R-1246,476480287,13615156523,90.26,secondary,Street 3,2,10.0,40,True,13,11.85,10.11,12.81,2.7,0.0299,0.684,3.16,1.29,2.08,45.23,6.82,2.43
R-1247,476480287,476480258,306.86,tertiary,Street 3: Lane 1,2,8.0,40,False,37,8.7,5.89,10.88,4.99,0.0163,0.714,2.86,15.4,114.3,19.95,7.754,2.38
R-1248,476488948,245666078,194.93,tertiary,Avenue 3,2,8.0,40,True,21,9.06,6.3,11.17,4.87,0.025,0.71,2.9,2.51,6.38,1.71,6.709,3.93
R-1249,476488948,245666337,202.37,unclassified,,2,6.0,30,True,12,7.0,6.31,8.05,1.74,0.0086,0.73,2.7,4.67,9.86,59.25,8.057,1.9
R-1250,476489029,2897024517,27.97,tertiary,Avenue 3,2,8.0,40,True,4,9.96,9.8,10.12,0.32,0.0114,0.702,2.98,1.11,1.2,2.0,7.596,1.31
R-1251,5424387223,5424387232,182.28,residential,Parshiwadi Road,2,6.0,30,False,21,7.73,5.9,9.49,3.59,0.0197,0.723,2.77,2.36,5.22,46.9,7.377,2.17
R-1252,5424387232,5424387223,182.28,residential,Parshiwadi Road,2,6.0,30,False,21,7.73,5.9,9.49,3.59,0.0197,0.723,2.77,2.36,5.22,46.9,7.377,2.17
R-1253,5424387232,6490861784,90.96,residential,Parshiwadi Road,2,6.0,30,False,10,8.79,6.51,10.67,4.16,0.0457,0.713,2.87,5.46,10.15,5.0,7.42,4.02
R-1254,5424387232,6490861784,150.46,residential,,2,6.0,30,False,17,8.57,6.51,9.93,3.42,0.0227,0.715,2.85,3.46,7.57,2.82,7.528,2.87
R-1255,5470238123,10044201331,128.41,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,17,1.94,1.1,2.77,1.67,0.013,0.777,2.23,20.47,66.15,66.24,9.044,1.35
R-1256,5470238123,9691859215,23.99,trunk_link,,1,8.0,40,False,4,2.15,2.01,2.36,0.35,0.0146,0.775,2.25,10.74,15.44,72.0,9.437,1.63
R-1257,5896564331,2897024751,238.6,tertiary,,2,8.0,40,True,28,0.83,-2.94,3.86,6.8,0.0285,0.788,2.12,62.15,407.39,45.07,7.65,2.75
R-1258,5896564331,6590384792,9.22,tertiary,Sant Dnyaneshwar Marg,2,8.0,40,False,2,1.38,0.82,1.94,1.12,0.1215,0.782,2.17,1.06,1.06,17.0,6.66,3.05
R-1259,5896564331,8443532426,497.89,tertiary,Sant Dnyaneshwar Marg,2,8.0,40,False,67,2.72,-0.17,7.96,8.13,0.0163,0.77,2.3,2.86,10.68,38.27,7.398,2.07
R-1260,5911310862,5911310869,218.06,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,24,5.45,4.04,6.39,2.35,0.0108,0.744,2.56,3.11,7.58,30.17,7.694,1.75
R-1261,5911310869,1375251567,430.52,tertiary,,2,8.0,40,False,49,6.68,4.5,9.76,5.26,0.0122,0.733,2.67,2.4,14.19,27.02,7.476,2.1
R-1262,5911310869,245667803,13.75,tertiary,,2,8.0,40,False,3,4.59,4.5,4.71,0.21,0.0153,0.752,2.48,4.01,4.96,85.33,7.982,1.96
R-1263,5911310869,5911310870,17.94,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,3,4.78,4.5,4.97,0.47,0.0262,0.751,2.49,3.39,4.96,85.33,8.284,1.43
R-1264,5911310870,5911310871,172.37,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,21,4.51,2.25,5.93,3.68,0.0213,0.753,2.47,12.73,72.57,16.57,7.811,1.28
R-1265,5911310870,622039341,271.18,residential,,2,6.0,30,False,30,3.98,1.36,5.27,3.91,0.0144,0.758,2.42,4.1,9.71,13.07,7.739,2.26
R-1266,5911310871,12406104882,38.0,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,5,3.69,2.83,4.0,1.17,0.0308,0.761,2.39,16.73,59.51,44.8,7.73,0.91
R-1267,5911310871,13618399201,121.31,residential,,2,6.0,30,False,16,2.34,0.05,4.1,4.05,0.0334,0.773,2.27,76.65,187.78,20.5,8.941,2.12
R-1268,5911310878,10384248274,36.52,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,5,5.38,4.96,6.02,1.06,0.029,0.745,2.55,15.65,28.67,102.4,8.101,2.58
R-1269,5911310878,13622393246,29.93,residential,,2,6.0,30,False,4,5.31,4.96,5.64,0.68,0.0227,0.745,2.55,14.39,19.73,80.0,8.458,1.59
R-1270,5911310880,13618374657,39.28,residential,,2,6.0,30,False,5,6.47,6.17,6.68,0.51,0.013,0.734,2.66,1.28,1.62,7.4,8.125,0.69
R-1271,5911310880,13618374670,65.19,residential,,2,6.0,30,False,9,5.99,5.6,6.49,0.89,0.0137,0.739,2.61,2.3,4.19,60.89,8.204,1.06
R-1272,5911310880,13618374676,18.15,residential,,2,6.0,30,False,2,6.5,6.49,6.5,0.01,0.0006,0.734,2.66,1.0,1.0,2.0,7.592,1.1
R-1273,621966589,4342420515,353.9,secondary,Jawaharlal Nehru Road,2,10.0,40,False,9,9.08,5.19,10.74,5.55,0.0157,0.71,2.9,1.29,2.17,29.56,6.444,4.54
R-1274,622039341,13601073293,110.41,residential,Siddharth Nagar Road,2,6.0,30,False,12,0.51,0.04,1.36,1.32,0.012,0.791,2.09,28.37,56.92,1.67,9.228,2.29
R-1275,622039341,13619536866,12.47,residential,,2,6.0,30,False,2,1.02,0.68,1.36,0.68,0.0545,0.786,2.14,7.26,9.38,3.0,7.986,3.58
R-1276,622039341,5911310870,271.18,residential,,2,6.0,30,False,30,3.98,1.36,5.27,3.91,0.0144,0.758,2.42,4.1,9.71,13.07,7.739,2.26
R-1277,622039341,622039345,20.41,residential,,2,6.0,30,False,3,2.11,1.36,2.83,1.47,0.072,0.776,2.24,2.87,5.13,4.0,7.439,4.09
R-1278,622039345,13618414607,7.6,residential,,2,6.0,30,False,2,2.99,2.83,3.15,0.32,0.0421,0.768,2.33,1.57,1.57,4.0,7.021,4.02
R-1279,622039345,13619237610,8.4,residential,,2,6.0,30,False,2,3.34,2.83,3.85,1.02,0.1214,0.764,2.36,1.4,1.57,3.0,6.821,3.99
R-1280,622039345,622039341,20.41,residential,,2,6.0,30,False,3,2.11,1.36,2.83,1.47,0.072,0.776,2.24,2.87,5.13,4.0,7.439,4.09
R-1281,622039354,10923438752,34.51,residential,,2,6.0,30,False,5,2.62,1.59,3.38,1.79,0.0519,0.771,2.29,20.19,47.52,6.8,7.926,2.79
R-1282,622039354,13619237603,70.45,residential,,2,6.0,30,False,9,2.57,1.47,3.52,2.05,0.0291,0.771,2.29,3.33,7.99,2.67,6.664,3.58
R-1283,622039354,7384246086,11.49,residential,,2,6.0,30,False,2,3.59,3.27,3.91,0.64,0.0557,0.762,2.38,1.0,1.0,12.0,6.465,3.35
R-1284,622039357,622039360,35.27,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-1285,622039360,245668197,19.56,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-1286,622039360,622039357,35.27,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-1287,622039360,6576335804,88.93,residential,,2,6.0,30,False,8,3.15,1.81,4.3,2.49,0.028,0.766,2.34,2.86,7.31,1.5,7.128,3.2
R-1288,622042581,12406085638,23.16,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,3,4.65,4.32,4.98,0.66,0.0285,0.752,2.48,1.37,1.7,42.67,6.47,2.99
R-1289,622042582,2897024865,10.89,trunk,,4,18.0,60,True,3,6.42,5.39,7.39,2.0,0.1837,0.735,2.65,6.1,7.24,128.0,6.763,10.08
R-1290,622042582,622042581,50.92,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,7,4.69,4.04,6.49,2.45,0.0481,0.751,2.49,5.06,7.6,100.57,7.014,6.88
R-1291,622060792,11054646813,14.23,residential,Sunder Nagar Road Number 2,2,6.0,30,False,3,8.53,8.05,8.96,0.91,0.0639,0.715,2.85,1.0,1.01,4.0,5.97,4.84
R-1292,622060792,245667423,187.57,residential,Kolivery Road,2,6.0,30,False,20,6.76,4.37,9.0,4.63,0.0247,0.732,2.68,3.66,15.28,2.7,6.78,3.51
R-1293,622060792,9198946025,212.64,residential,,2,6.0,30,False,25,4.58,0.24,8.05,7.81,0.0367,0.752,2.48,5.31,31.51,11.04,7.085,2.82
R-1294,622060802,2244637068,19.11,residential,Church Road,2,6.0,30,False,0,,,,,,,,,,,,
R-1295,622060802,4342420490,145.96,residential,,2,6.0,30,False,17,3.38,1.83,4.53,2.7,0.0185,0.764,2.36,1.99,3.65,83.53,6.907,3.31
R-1296,622060802,622060872,141.73,residential,Church Road,2,6.0,30,False,1,6.0,6.0,6.0,0.0,0.0,0.739,2.61,1.0,1.0,32.0,6.94,
R-1297,622060872,2244637056,101.59,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-1298,622060872,245667960,43.75,residential,Church Road,2,6.0,30,False,0,,,,,,,,,,,,
R-1299,622060872,622060802,141.73,residential,Church Road,2,6.0,30,False,1,6.0,6.0,6.0,0.0,0.0,0.739,2.61,1.0,1.0,32.0,6.94,
R-1300,623895377,245667685,201.78,residential,,2,6.0,30,False,21,10.08,6.03,18.58,12.55,0.0622,0.701,2.99,5.51,25.32,55.43,6.762,5.39
R-1301,623895377,6490968308,64.07,residential,Sunder Nagar Road Number 2,2,6.0,30,False,8,15.06,9.99,17.84,7.85,0.1225,0.654,3.46,1.19,1.63,13.0,5.692,6.88
R-1302,623895377,6554206834,100.49,residential,Sunder Nagar Road Number 2,2,6.0,30,False,11,11.48,7.45,17.84,10.39,0.1034,0.687,3.13,2.48,4.61,3.82,6.296,6.15
R-1303,623895532,13617292729,50.08,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-1304,623895532,6430481233,76.08,tertiary,Jawaharlal Nehru Road,2,8.0,40,False,0,,,,,,,,,,,,
R-1305,623895532,7404757837,82.42,tertiary,Jawaharlal Nehru Road,2,8.0,40,False,0,,,,,,,,,,,,
R-1306,623895533,245668029,58.72,tertiary,Jawaharlal Nehru Road,2,8.0,40,False,0,,,,,,,,,,,,
R-1307,623895533,6554236449,191.44,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-1308,623895533,7404757837,2.4,tertiary,Jawaharlal Nehru Road,2,8.0,40,False,0,,,,,,,,,,,,
R-1309,631507968,10292442915,205.53,secondary,Street 3,2,10.0,40,True,23,10.14,8.03,12.27,4.24,0.0206,0.7,3.0,15.14,52.41,34.09,8.169,2.16
R-1310,631507968,2897024595,201.69,secondary,Street 3,2,10.0,40,True,25,12.28,8.06,15.89,7.83,0.0388,0.68,3.2,4.67,28.72,3.76,7.381,2.56
R-1311,631507969,2897024696,35.9,secondary,Street 7,2,10.0,40,True,5,7.45,7.37,7.64,0.27,0.0075,0.725,2.75,1.52,1.63,6.4,7.582,1.48
